have you finished your lunch yet ?	sudahkan kau menghabiskan makan siangmu ?
this program has both downloading and uploading capabilities .	program ini memiliki kemampuan baik mengunduh maupun mengunggah .
how can we change that ?	bagaimana kita bisa mengubah itu ?
we stayed at a three star hotel .	kami menginap di hotel bintang tiga .
i ve already arranged it .	saya sudah mengaturnya .
i can t eat chocolate .	saya tidak boleh makan cokelat .
they want tom to be their leader .	mereka ingin tom menjadi pemimpin mereka .
i was absent from the party .	aku tidak hadir dalam pesta itu .
tom hugged his father .	tom memeluk ayahnya .
i am ashamed about what happened yesterday .	saya malu dengan kejadian kemarin .
pizza is my favorite food .	piza adalah makanan favoritku .
tom is impatient , isn t he ?	tom tidak sabaran , ya ?
she opens the window .	dia membuka jendela .
can we use a calculator ?	bolehkah kami menggunakan kalkulator ?
what s your favorite item of clothing ?	pakaian apa yang paling kamu sukai ?
the train was about to leave .	keretanya sudah akan berangkat .
why did you let tom go to boston by himself ?	kenapa kamu membiarkan tom pergi ke boston sendirian ?
the hole is big enough .	lubang itu lumayan besar .
how long do horses live ?	berapa lama kuda hidup ?
read this book .	bacalah buku ini .
during the night , everything looks different .	pada malam hari , semuanya terlihat berbeda .
tom grabbed the book from mary .	tom merebut buku itu dari mary .
she died .	dia meninggal .
what secret is tom hiding ?	rahasia apa yang tom sembunyikan ?
do you travel a lot ?	apakah anda banyak melakukan perjalanan ?
i don t think that that s true .	saya tidak mengira itu benar
her mother is writing a letter .	ibunya sedang menulis surat .
i want mine .	aku mau punyaku .
a rush hour traffic jam delayed my arrival by two hours .	pada jam sibuk kemacetan memperlambat kedatangan saya selama dua jam .
your lips are blue .	bibirmu biru .
neither tom nor mary has one of those .	tom maupun mary tidak memiliki itu .
if there s a cheap kanji dictionary in japan , i will buy it .	jika ada kamus kanji yang murah di jepang , aku akan membelinya .
tom ate only one slice of bread .	tom hanya memakan sepotong roti .
do you like italian food ?	apakah kamu suka makanan italia ?
do you like juice ?	apakah kamu suka jus ?
air is to man what water is to fish .	udara bagi manusia layaknya air bagi ikan .
i started writing a book .	aku mulai menulis buku .
they were waiting for tom .	mereka sedang menunggu tom .
do you have a driver s license ?	apa kau memiliki sim ?
you can keep the change .	kau bisa menyimpan kembaliannya .
grab your gear .	ambil perlengkapanmu .
tom likes mary . i think that s obvious to everyone .	tom suka pada mary . aku pikir itu sudah jelas bagi semuanya .
tom looks different .	tom terlihat berbeda .
this room is very warm .	ruangan ini sangat hangat .
leave me in peace !	tinggalkan aku sendiri !
i didn t see anything .	aku tidak melihat apa apa .
tom ate a bowl of strawberries .	tom makan semangkuk stroberi .
i really like swimming .	aku sangat suka berenang .
we re sociable .	kami mudah bergaul .
i want coffee , toast , and jelly .	aku mau kopi , roti panggang , dan jeli .
tomorrow is her birthday .	besok dia berulang tahun .
thanks very much .	terima kasih banyak .
tom doesn t like beer or wine .	tom tidak suka bir ataupun anggur .
my favorite color is red .	warna kesukaanku adalah merah .
the desk drawer is open .	laci mejanya terbuka .
can you play the piano ?	bisakah kau bermain piano ?
i need his help .	aku membutuhkan bantuannya .
tom painted the table .	tom mengecat meja itu .
i hope we can fix that .	aku harap kita bisa memperbaiki itu .
tom seems a little dangerous .	tom terlihat sedikit berbahaya .
it s not enough .	itu tidak cukup .
he took a deep breath before entering his boss s office .	dia menarik napas panjang sebelum memasuki kantor bosnya .
you may choose whichever book you like .	kamu boleh pilih buku mana saja yang kamu suka .
this area is rich in marine products .	daerah ini kaya akan hasil laut .
tom won t like that answer .	tom tidak akan menyukai jawaban itu .
do you believe everything tom tells you ?	apakah kamu percaya apa pun yang tom katakan padamu ?
the tv was on all night .	televisi menyala sepanjang malam .
tom can cook .	tom bisa memasak .
please show me the wound .	tolong tunjukkan saya lukanya .
i had no one to turn to .	tidak ada seorang pun yang bisa kutemui .
tom probably has better things to do with his time than sit in meetings all day .	tom kemungkinan memiliki urusan yang lebih penting ketimbang duduk di ruang rapat selama seharian .
i feel really relieved .	aku merasa sangat lega .
this is a car imported from germany .	ini adalah mobil yang diimpor dari jerman .
let s go back to the office .	mari kembali ke kantor .
tom was surprised mary had a motorcycle .	tom terkejut mengetahui mary memiliki sepeda motor .
we can go after lunch .	kita bisa pergi setelah makan siang .
he turned on the radio .	dia menyalakan radio itu .
i appreciate you .	aku menghargaimu .
i have to call my father .	aku harus menghubungi ayahku .
i like noodles .	aku suka mi .
what do you think is the most dangerous animal ?	menurutmu , binatang apakah yang paling berbahaya ?
tom is a convicted felon .	tom adalah penjahat terhukum .
i m glad to see you again .	senang bertemu denganmu lagi .
nobody can see it .	tidak ada yang bisa melihatnya .
i ve never swum in the pacific before .	aku belum pernah berenang di samudra pasifik sebelumnya .
don t work too hard !	jangan bekerja terlalu keras !
i ll wait here .	aku akan menunggu di sini .
the train flipped over .	kereta tersebut terguling .
the king lives in the castle .	sang raja tinggal di istana .
many philosophers come from greece .	banyak filsuf berasal dari yunani .
i m reading .	saya sedang membaca .
i like to listen to the radio .	aku suka mendengarkan radio .
i admit i was surprised .	kuakui aku terkejut .
i ate three pieces of cake .	saya memakan tiga potong kue .
i ve got a fever .	saya demam .
did tom say anything to you about that ?	apakah tom mengatakan sesuatu kepadamu tentang hal itu ?
you were too young .	kamu itu masih bau kencur .
how do i eat this ?	bagaimana caranya makan ini ?
compass needles point to the north .	jarum kompas menunjuk ke utara .
tom folded the folding chair .	tom melipat kursi lipat itu .
tom tried to remember the doctor s name , but he couldn t .	tom berusaha mengingat nama dokter itu , tetapi tidak bisa .
don t spit .	jangan meludah .
don t be like everyone else .	jangan jadi seperti yang lain .
that door is locked .	pintu itu terkunci .
when is a good time for you ?	kamu bisanya kapan ?
what are you worried about ?	apa yang sedang kamu khawatirkan ?
many men grow beards because they re too lazy to shave .	banyak pria menumbuhkan janggut hanya karena mereka malas bercukur .
are you cold ?	kamu kedinginan ?
i will gladly help you .	saya dengan senang hati akan membantu anda .
he s your son .	dia anak laki lakimu .
we ll fix it .	kami akan memperbaikinya .
i ve just finished eating .	aku baru saja selesai makan .
in that respect , i agree with you completely .	dalam hal itu , saya sepenuhnya setuju dengan anda .
i can t say that .	aku tidak bisa mengatakan itu .
mary decided never to see him any more .	mary memutuskan untuk tidak akan menemuinya lagi .
i frequently think about my mother who passed away .	aku sering kali memikirkan ibuku yang telah meninggal .
i will take both this one and that one .	aku akan mengambil baik yang ini dan yang itu .
do it your own way if you don t like my way .	lakukan caramu sendiri kalau kamu tidak menyukai caraku .
my heart is weak .	jantungku lemah .
i forget his name .	saya lupa namanya .
i hope the conflict will be resolved peacefully .	aku harap konfliknya diselesaikan dengan damai .
you ve dropped your pen .	kau telah menjatuhkan penamu .
i can t read tom s handwriting .	aku tidak bisa membaca tulisan tangan tom .
i have my own bedroom at home .	aku punya kamar tidurku sendiri di rumah .
tom certainly is skinny .	tom tentunya kurus .
i don t believe you .	aku tidak percaya padamu .
tom is not in his bedroom .	tom tidak sedang berada di kamarnya .
i was caught in the rain .	aku kehujanan .
somebody has stolen my hair dryer .	seseorang telah mencuri pengering rambutku .
tom isn t your boyfriend , is he ?	tom bukan pacarmu , kan ?
what s your favorite constellation ?	apa rasi bintang favoritmu ?
come back as soon as possible .	kembalilah sesegera mungkin .
they are playing chess .	mereka sedang bermain catur .
please take a look at that picture .	tolong lihat gambar itu .
yesterday was hotter .	kemarin lebih panas .
no one is to leave without permission .	tidak ada yang boleh keluar tanpa izin .
tom will go there tomorrow .	tom akan pergi ke sana besok .
your friends are late .	teman temanmu terlambat .
this year is a leap year .	tahun ini tahun kabisat .
why don t you learn french ?	mengapa kamu tidak belajar bahasa prancis ?
tom said he didn t know mary couldn t swim .	tom bilang dia tidak tahu kalau mary tidak bisa berenang .
i m a star .	aku seorang bintang .
tom wants to play chess with mary .	tom ingin bermain catur dengan mary .
i can t believe i m doing this again .	aku tidak percaya aku melakukan ini lagi .
i m going to do what i believe is right .	aku akan melakukan apa yang aku yakini itu benar .
since it was raining , i stayed home .	karena sedang turun hujan , aku tidak keluar dari rumah .
you can dance , can t you ?	kamu bisa menari , kan ?
that needs to be investigated .	itu perlu diinvestigasi .
tom wasn t the best student in our class .	tom bukan siswa terbaik di kelas kami .
let s let tom do it .	mari kita biarkan tom yang melakukannya .
tom was bald .	tom botak .
tom is at home now .	tom sedang di rumah sekarang .
turn on cnn .	nyalakan cnn .
are you living a double life ?	apakah kamu menjalani kehidupan ganda ?
tom pulled the door closed and locked it .	tom menarik pintu hingga tertutup dan menguncinya .
stop talking about tom .	berhenti berbicara tentang tom .
they kissed again .	mereka berciuman lagi .
i m on a diet .	aku sedang melakukan diet .
don t let me down .	jangan mengecewakanku .
we enjoyed watching tv .	kami menikmati menonton tv .
we were all present at the meeting .	kami semua hadir pada pertemuan itu .
i can t fly .	saya tidak bisa terbang .
he made an important scientific discovery .	dia membuat penemuan ilmiah penting .
i want you to be quiet .	saya ingin anda diam .
the car left a cloud of dust behind it .	mobil itu mengeluarkan asap tebal .
the wine was excellent .	minuman anggur itu rasanya luar biasa .
i saw it in a magazine .	aku melihatnya pada sebuah majalah .
how old is your wife ?	berapa usia istri anda ?
you d better not go .	sebaiknya kamu tidak pergi .
what did you talk about ?	kamu membicarakan tentang apa ?
i told you the concert was going to be boring . why didn t you believe me ?	saya sudah katakan bahwa konsernya akan membosankan . kenapa kamu tidak mempercayai saya ?
since he was very drunk , he couldn t drive his car home .	karena ia sangat mabuk , ia tidak bisa mengemudikan mobilnya menuju rumahnya .
the bus was late because of the traffic jam .	busnya terlambat karena lalu lintas yang macet .
tom may not be busy , but mary is .	tom mungkin tidak sibuk , tetapi mary mungkin .
i don t mind waiting .	aku tidak keberatan menunggu .
can you see it ?	kamu masih belum memahaminya ?
they opened the door .	mereka membuka pintu .
englishmen are , on the whole , conservative .	orang inggris pada umumnya konservatif .
thanks a bunch .	terima kasih banyak .
if i had been rich , i would have given you some money .	jika saya kaya , saya akan memberimu uang .
has tom gone ?	sudahkah tom pergi ?
let sleeping dogs lie .	anak badak jangan dihambat hambat .
tom finally met mary .	tom akhirnya bertemu dengan mary .
i love mexican food .	aku suka masakan meksiko .
if you re happy , i m happy .	jika kamu senang , aku ikut senang .
what s your mother s name ?	siapa nama ibumu ?
not even one taxi stopped .	tidak ada satupun taksi yang berhenti .
i get the point .	aku paham maksudnya .
he used to eat out every day , but now he can t afford it .	dia biasanya makan di luar setiap hari , tapi sekarang dia tidak bisa .
who is the oldest person in the world ?	siapakah orang tertua di dunia ?
do you study every day ?	apa kamu belajar setiap hari ?
i don t like exercising .	saya tidak suka berolahraga .
that s what i told them .	itulah yang aku katakan pada mereka .
all of you have to read it .	kalian semua harus membacanya .
she came to japan to study japanese .	dia datang ke jepang untuk belajar bahasa jepang .
tom donned his party hat .	tom mengenakan topi pestanya .
i ve lost my ticket .	aku menghilangkan tiketku .
carrots can be eaten raw or cooked .	wortel bisa dimakan mentah atau dimasak .
tom borrowed a book from the library .	tom meminjam buku dari perpustakaan .
tom liked it .	tom menyukainya .
the dog is theirs .	anjing itu milik mereka .
tom is taller than me .	tom lebih tinggi daripada aku .
i believe in ghosts .	aku percaya akan adanya hantu .
you re stupid !	kamu bodoh !
it s not going to be a problem , is it ?	hal ini tidak akan menjadi masalah , bukan ?
i m glad tom enjoyed it .	saya senang tom menyukainya .
in japan , we drive on the left side of the road .	di jepang kami menyetir kendaraan pada sisi kiri jalan .
look before you leap .	telah dijual , maka dibeli .
tom lied .	tom berbohong .
what made you so angry ?	apa yang membuatmu begitu marah ?
hand me that mike .	berikan miknya padaku .
cows are sacred animals in india .	sapi adalah hewan suci di india .
let s stop and take a rest .	mari berhenti dan beristirahat .
i m going to europe next week .	aku akan pergi ke eropa minggu depan
please explain it to me again .	tolong jelaskan kembali padaku .
i m hungry !	aku lapar !
if tom was angry before , he ll be furious now .	jika sebelumnya tom marah , dia akan menjadi sangat marah sekarang ini .
you re a good cook .	kamu koki yang terampil .
they went to the beach .	mereka pergi ke pantai .
who does your laundry for you ?	siapa yang mencucikan bajumu ?
he got bored quickly .	dia mudah bosan .
let s start working .	mari kita mulai bekerja .
tom has never had much money .	tom tidak pernah punya banyak uang .
let s start .	mari kita mulai .
this orange is delicious .	jeruk ini enak .
whose bicycle is this ?	sepeda ini milik siapa ?
is this water drinkable ?	apa air ini bisa diminum ?
i m a lousy swimmer .	aku perenang yang payah .
where s the rope ?	di mana talinya ?
why doesn t anyone want to be friends with me ?	mengapa tidak ada yang mau berteman denganku ?
tom scanned the qr code with his phone .	tom memindai kode qr itu dengan ponselnya .
did you leave a tip ?	apa kau meninggalkan tip ?
we climbed mt . fuji last summer .	kami mendaki gunung fuji musim panas tahun lalu .
i am not a student .	aku bukan pelajar .
that s why i lied .	oleh sebab itulah aku berbohong .
i love the taste of watermelon .	aku sangat suka rasanya semangka .
in japan , the new school year begins in april .	di jepang , tahun ajaran baru dimulai pada bulan april .
earth is a beautiful planet .	bumi adalah planet yang indah .
what time did you arrive there ?	anda tiba di sana pada pukul berapa ?
she s stubborn .	dia keras kepala .
i want what you want .	aku mau yang kamu mau .
are your weapons ready ?	apakah senjata kalian siap ?
leave me .	tinggalkan aku .
this is all i have .	ini semua yang saya punya .
democracy originated in ancient greece .	demokrasi berasal dari yunani kuno .
milk is white .	susu berwarna putih .
this is probably for you .	ini mungkin untukmu .
he dates the custom from the colonial days .	dia memperkirakan bahwa adat kebiasaan itu telah dimulai sejak jaman kolonial .
i like to eat watermelon .	aku suka makan semangka .
do you know who the british ambassador to japan is ?	apakah kamu tahu siapa duta besar inggris untuk jepang ?
my wife died three years ago .	istri saya meninggal tiga tahun yang lalu .
i m tired of it .	aku lelah dengan hal itu .
this isn t exactly what i wanted .	ini tidak seperti yang aku inginkan .
what are they drinking ?	apa yang mereka minum ?
i love trying new things .	aku suka mencoba hal baru .
i can eat anything but onions .	aku bisa memakan apa saja kecuali bawang .
ok , you win .	oke , kamu menang .
these are my parents .	ini orang tuaku .
his hands feel rough .	tangannya terasa kasar .
i m quite comfortable in this room .	saya cukup nyaman di ruangan ini .
i think you re right .	aku pikir kamu benar .
let s wait outside .	mari menunggu di luar .
we learned about the importance of eating a healthy lunch .	kami mempelajari tentang pentingnya memakan makan siang yang sehat .
all the students in my class are friendly .	semua siswa di kelasku sangat bersahabat .
i m not here for a vacation .	saya tidak berada di sini untuk berlibur .
i couldn t convince tom .	aku tidak bisa membujuk tom .
mary is a girl who is pleasant to talk with .	mary adalah gadis yang enak diajak bicara .
i must study .	aku harus belajar .
i am sixteen years old .	umur saya enam belas tahun .
i won t go there anymore .	aku tidak akan pergi ke sana lagi .
the universe is full of mysteries .	alam semesta penuh dengan misteri .
i wish i had this problem .	saya berharap saya memperoleh problem ini .
what on earth are you talking about ?	apa yang kau bicarakan ?
tom is supposed to know everything .	tom seharusnya tahu semua hal .
we re getting married in october .	kami akan menikah bulan oktober .
tom says he s innocent .	tom bilang dia tidak bersalah .
who would do such a terrible thing ?	siapa yang tega melakukan perbuatan keji seperti itu ?
my hobby is music .	hobiku musik .
i m an eighth grader .	saya anak kelas delapan .
are those tom s children ?	apakah itu anak anak tom ?
tom is extremely trustworthy .	tom sangat dapat dipercaya .
i m ashamed .	aku malu .
i trust him .	saya mempercayainya .
tom stopped fighting .	tom berhenti berkelahi .
this is my house .	ini rumahku .
my wife s pregnant .	istri saya hamil .
why do you know so much about australia ?	mengapa kamu tahu begitu banyak tentang australia ?
i want to invite you to the party .	saya ingin mengundang kamu ke pesta .
he s standing on his head .	dia berdiri di atas kepalanya .
pipe down !	harap tenang !
pass me the salt and pepper , please .	tolong ambilkan garam dan mericanya .
please make a milkshake for me .	tolong buatkan susu kocok untukku .
tom makes a lot more money than mary does .	tom menghasilkan lebih banyak uang ketimbang mary .
the canteen is empty .	kantinnya kosong .
tom s bedroom door was closed .	pintu kamar tidur tom tertutup .
i lived in boston until last year .	aku tinggal di boston sampai tahun lalu .
why can t you come ?	kenapa kamu tidak bisa datang ?
this is the book i want you to read .	ini adalah buku yang aku ingin kamu baca .
have you ever read the bible ?	pernahkah anda membaca alkitab ?
you still have time .	kamu masih punya waktu .
tom went to buy dog food .	tom pergi membeli makanan anjing .
i am only joking .	saya hanya bergurau .
tom felt the stiffness in his joints as he stood up after sitting in the same position for a long time .	tom merasa persendiannya kaku ketika berdiri setelah lama duduk dalam posisi yang sama .
do you love her ?	apakah kamu mencintainya ?
he made all of the clothes himself .	semua bajunya dibuat oleh dia sendiri .
tom knew something went wrong , didn t he ?	tom tahu ada yang salah , iya kan ?
tom promised me that he wouldn t do that again .	tom berjanji padaku bahwa dia tidak akan melakukan hal itu lagi .
do you want some pumpkin pie ?	apa kamu mau beberapa potong kue pai ?
do you get it ?	apa kamu paham ?
our house is small .	rumah kita kecil .
tom didn t find what he was looking for .	tom tidak menemukan apa yang sedang ia cari .
do you like peanut butter ?	kamu suka selai kacang ?
tom s asleep .	tom sedang tidur .
i know you re smart .	aku tahu kamu pintar .
she doesn t have many friends .	dia tidak punya banyak teman .
tom could tell that mary was pretty scared .	tom mengetahui bahwa mary cukup ketakutan .
can you keep a secret ?	bisakah kau menjaga rahasia ?
no one was more surprised than tom .	tidak ada seorangpun yang lebih terkejut dari tom .
he was my first boyfriend .	dia pacar pertamaku .
tom only drinks coffee .	tom hanya minum kopi .
it is written in simple english .	itu ditulis dengan menggunakan bahasa inggris sederhana .
tom wanted grandchildren .	tom menginginkan cucu .
this is good sushi .	ini adalah sushi yang enak .
the tallest mountain in the world is mount everest .	gunung tertinggi di dunia adalah gunung everest .
i haven t washed my hair .	aku belum keramas .
scientists haven t found a cure for cancer yet .	para ilmuwan masih belum menemukan obat untuk kanker .
tom likes ice cream .	tom suka es krim .
he is a good student .	dia pelajar yang baik .
there are many tall buildings in that town .	ada banyak gedung tinggi di kota itu .
i like surfing .	saya suka berselancar .
mumps is an infectious disease .	gondongan adalah penyakit menular .
i haven t received anything yet .	aku belum menerima apa pun .
i am eating noodles .	aku sedang makan mi .
they ll probably come by car .	mereka kemungkinan akan datang dengan mobil .
you can t imagine how hard it was for tom .	kamu tak akan bisa bayangkan beratnya hal tersebut bagi tom .
i saw an albino squirrel today .	saya melihat tupai albino hari ini .
it s starting now .	sudah dimulai sekarang .
i like you .	aku suka kamu .
tom remains puzzled .	tom masih bingung .
i wish you were close to me .	aku harap kau berada dekat denganku .
mary was a waitress .	mary dulunya seorang pelayan .
i ll take that as a compliment .	aku anggap itu sebagai pujian .
get up out of bed .	bangunlah dari tempat tidur .
don t forget that .	jangan lupakan itu .
i want to die .	aku ingin mati .
what are the symptoms ?	apa saja gejalanya ?
tom will have no choice .	tom tidak akan punya pilihan .
it s a moth .	itu ngengat .
i m sorry , but i have to leave .	maaf , tetapi saya harus pergi .
surfing is fun .	berselancar itu menyenangkan .
i want you guys to meet tom .	aku ingin kalian bertemu dengan tom .
he knows how to fry eggs .	dia bisa menggoreng telur .
the suspect is a caucasian female .	tersangkanya perempuan kaukasia .
he works in a factory .	dia bekerja pada sebuah pabrik .
tom will explain everything .	tom akan menjelaskan semuanya .
i know you won t do it .	aku tahu kalian tidak akan mengerjakannya .
tom closed the book .	tom menutup buku itu .
tom doesn t speak any foreign languages .	tom tidak bisa berbahasa asing apa pun .
he makes his living by singing .	dia hidup sebagai seorang penyanyi .
i miss him .	aku rindu dia .
i can t play it from memory . please give me the music .	aku tidak bisa memainkannya melalui ingatan . tolong mainkan musiknya .
be careful not to drive the wrong way on a one way street .	hati hati jangan salah jalan pada jalur satu arah .
there are no comments yet .	belum ada komentar .
she took care of his wound .	ia merawat lukanya .
i need to go to the toilet .	saya harus pergi ke toilet .
fill it with regular , please .	tolong isi penuh dengan yang reguler .
tom is a man you can trust .	tom laki laki yang bisa kamu percaya .
have you had dinner ?	apa kau sudah makan malam ?
where s tom today ?	di mana tom hari ini ?
there was a yellow school bus parked in front of the fire hydrant .	ada sebuah bus sekolah berwarna kuning yang diparkir di depan hidran .
i really want to go with you .	saya sangat ingin pergi bersama kamu .
it s a ring .	itu cincin .
what color car did you buy ?	mobil berwarna apa yang kamu beli ?
this river runs into lake ontario .	sungai ini mengalir ke danau ontario
i know you were looking for me this morning .	saya tahu anda mencari saya pagi ini .
they got married six months ago .	mereka menikah enam bulan yang lalu .
maybe that s what tom would do , but i wouldn t do that .	mungkin itu apa yang tom akan lakukan , tetapi saya tidak mungkin pernah melakukan hal itu .
why don t you just find another place to live ?	kenapa kamu tidak mencari tempat lain untuk tinggal ?
would you like me to take care of it ?	kalian mau aku mengurusi itu ?
i hope you know what you re doing .	aku harap kau tahu apa yang kau perbuat .
we re all very excited .	kami semua sangat bersemangat .
give me a day or two .	beri saya waktu satu atau dua hari .
what s your daughter s name ?	siapa nama anak perempuanmu ?
i think i smell smoke .	saya rasa saya mencium bau asap .
do you have one ?	apa kamu punya satu ?
everyone knows tom is innocent .	semua orang tahu kalau tom tidak bersalah .
the kitten is taking a nap .	anak kucing itu sedang tidur .
what s in fashion in paris ?	apa yang sedang mengetren di paris ?
i work here now .	sekarang aku bekerja di sini .
that answer s wrong .	jawaban itu salah .
the school is closed due to snow .	sekolah ditutup karena salju .
the ink is still wet .	tintanya masih basah .
shut the door , please .	tolong tutup pintunya .
tom was unable to hide his excitement .	tom tidak mampu menyembunyikan antusiasmenya .
do you speak english ?	apa anda menggunakan bahasa inggris ?
would you like to travel abroad ?	apa kau ingin pergi jalan jalan ke luar negeri ?
recently he s become a really nice person .	akhir akhir ini ia menjadi orang yang sangat baik .
what on earth spurred them to such an action ?	sebenarnya apa yang mendorong mereka untuk melakukan tindakan seperti itu ?
apples are sold by the dozen .	apel apel dijual per lusin .
this desk is mine .	meja ini milikku .
at what time will you be leaving ?	kau akan berangkat jam berapa ?
she wept at the news .	ia menangis mendengar berita itu .
she hasn t come yet .	dia masih belum datang .
tom met mary at the airport .	tom bertemu dengan mary di bandara .
i suspected that he was telling a lie , but that didn t surprise me .	aku telah menduga bahwa dia berbohong , tapi itu tidak membuatku terkejut .
let s take a look .	mari kita coba lihat .
tom said he was innocent .	tom bilang dia tidak bersalah .
the food and service are excellent .	makanan dan pelayanannya baik sekali .
i have the ace of spades .	aku punya as sekop .
he s my younger brother .	dia adik laki lakiku .
people say i m dumb .	orang orang bilang saya bodoh .
i was able to swim well when i was a child .	aku bisa berenang dengan baik saat masih anak anak .
tom said he didn t know why mary was absent .	tom bilang dia tidak tahu kenapa mary absen .
tom began shouting .	tom mulai berteriak .
tom grows rice .	tom menanam padi .
my laptop has been stolen .	laptop aku dicuri .
my back still hurts .	punggungku masih sakit .
i m not feeling well .	aku merasa tidak enak badan .
don t hit me .	jangan pukul aku .
this is a bear .	ini beruang .
we should obey our parents .	kita harus mematuhi kedua orang tua kita .
many americans like fast cars .	banyak orang amerika suka mobil yang cepat .
kyoto is famous for its shrines and temples .	kyoto terkenal dengan kuil dan viharanya .
it s ok to be scared , tom .	tidak masalah merasa takut , tom .
tom is rather shy .	tom agak pemalu .
i was searched by the customs officers at the airport .	saya diperiksa badan oleh petugas bea dan cukai di bandar udara .
we can t sleep because of the noise .	kami tak bisa tidur karena suara ribut itu .
it was very lucky that you came today .	beruntung sekali kamu datang hari ini .
she held out her hand and i shook it .	ia mengulurkan tangannya dan aku pun menjabatnya .
tom admitted his mistake .	tom mengakui kesalahannya .
i would ve drowned if you hadn t saved me .	saya bisa jadi tenggelam jika kamu tidak menyelamatkanku .
close your eyes and go to sleep .	pejamkan matamu dan tidurlah .
look in there .	lihat ke dalam situ .
i arrived at the village before dark .	saya sampai di desa sebelum gelap .
are you ok ?	kamu tidak apa apa ?
i think we ve finally found the solution to the problem .	aku rasa kita sudah menemukan solusi untuk masalah ini .
don t disappoint me .	jangan buat aku kecewa .
tom hasn t confessed .	tom belum mengaku .
he did not go out , but sat down .	dia tidak pergi keluar , tetapi duduk .
could you show me how to do that ?	bisakah kamu menunjukkanku cara melakukan itu ?
is tom left handed ?	apakah tom kidal ?
why do you think so ?	kenapa kau berpikir begitu ?
this egg is fresh .	telur ini segar .
are you positive ?	apa kamu sudah positif ?
i don t know what to say .	saya tidak tahu harus berkata apa .
on the table , i saw a half eaten banana .	di atas meja , aku melihat pisang yang sudah setengah dimakan .
tom suggested that i go to australia with mary .	tom menyarankanku pergi ke australia dengan mary .
she felt lonely when all her friends had gone home .	dia merasa kesepian ketika semua temannya sudah pulang .
your cake is delicious .	kuemu enak .
he s reading a novel now .	dia sedang membaca novel sekarang .
this should be washed .	ini harus dicuci .
allow me to accompany you .	izinkan aku menemanimu .
tom pretended to be busy .	tom berpura pura sibuk .
i can t stand it anymore .	aku sudah tidak tahan lagi .
i don t want to study .	aku tidak mau belajar .
i m not a journalist .	saya bukan jurnalis .
where is your credit card ?	di mana kartu kredit anda ?
i was born october 20 , 2013 .	saya lahir pada tanggal 20 oktober 2013 .
mary s boyfriend treats her badly .	pacar mary memperlakukannya dengan buruk
do you want to hear this story or not ?	kamu mau mendengarkan cerita ini atau tidak ?
we don t eat pork .	kita tidak makan daging babi .
i do not trust him any longer .	aku sudah tidak percaya padanya .
tell me the truth .	katakan padaku yang sebenarnya .
she went there last summer .	dia pergi ke sana musim panas lalu .
it s two thirty .	sekarang jam setengah tiga .
the stones are white .	batu batu itu berwarna putih .
i have a serious skin problem .	aku memiliki masalah kulit yang serius .
nobody wants that to happen .	tidak ada yang ingin itu terjadi .
i m ready for tomorrow .	aku sudah siap untuk besok .
listen to the birds sing .	dengarkan burung burung bernyanyi .
it s a misunderstanding .	ini salah paham .
tom is too old .	tom sudah terlalu tua .
will you stay here for a while ?	maukah kalian tinggal di sini sementara ?
her skin is whiter than snow .	kulitnya lebih putih daripada salju .
i really do hope that that doesn t happen .	aku benar benar berharap itu tidak terjadi .
i never saw his face .	aku tidak pernah melihat mukanya .
tom is a better chess player than mary .	tom pemain catur yang lebih baik daripada mary .
tom has a rice cooker .	tom punya penanak nasi .
i ve got to go to the men s room .	aku harus pergi ke kamar kecil .
i couldn t possibly do that .	aku tidak bisa melakukannya .
i hate tom s cat .	aku benci kucing tom .
i think we re being followed .	saya rasa kita sedang diikuti .
i don t want any sugar .	saya tidak mau gula .
i screamed .	saya berteriak .
tom doesn t have an office .	tom tidak punya kantor .
why are you standing ?	mengapa kamu berdiri ?
what is your favorite animal ?	apa binatang kesukaanmu ?
cats don t eat bananas .	kucing tidak makan pisang .
you re too young to watch this movie .	kamu terlalu muda untuk menonton film ini .
tom has to meet mary in the park tomorrow at 2 : 30 .	tom harus bertemu mary besok di taman pada pukul 2 : 30 .
don t go away .	jangan pergi .
the sooner , the better .	lebih cepat lebih baik .
open the box .	bukalah kotak itu .
i prefer rice to bread .	aku lebih suka nasi daripada roti .
he encouraged me to try again .	dia menyemangati saya untuk mencoba lagi .
how did this effect you ?	bagaimana efeknya untukmu ?
i know you won t do it .	aku tahu kamu tidak akan melakukannya .
i found some money .	aku menemukan uang .
give me a toothpick .	berikan saya tusuk gigi .
we ve only got an hour .	kita hanya punya waktu satu jam .
i like tomatoes .	aku suka tomat .
mistakes do happen .	kesalahan bisa terjadi .
have you read this ?	kamu pernah baca ini ?
you need to look at the big picture here .	kamu perlu melihat gambar besar itu di sini .
tom s fast .	tom cepat .
tom turned the doorknob slowly .	tom memutar gagang pintu secara perlahan .
i miss you .	aku rindu kamu .
that s the only reason tom and i are going .	itulah satu satunya alasan tom dan aku pergi .
the funeral was yesterday .	pemakamannya kemarin .
tom isn t very muscular .	tom tidak terlalu berotot .
i was raised in boston .	aku dibesarkan di boston .
wake me up at eight o clock .	bangunkan aku jam delapan tepat .
where is the nearest hospital ?	di mana rumah sakit terdekat ?
tom has a calculator .	tom punya sebuah kalkulator .
please lend me your car .	tolong pinjamkan aku mobilmu .
where are you heading ?	kamu mau menuju ke mana ?
